geometry,name,vicinity,types,lat,lng
"{'location': {'lat': 29.9771595, 'lng': -90.21389649999999}, 'viewport': {'northeast': {'lat': 29.9784592802915, 'lng': -90.2124706697085}, 'southwest': {'lat': 29.9757613197085, 'lng': -90.2151686302915}}}",DaVita Metairie Dialysis Center,"7100 Airline Drive, Metairie","['hospital', 'health', 'point_of_interest', 'establishment']",29.9771595,-90.21389649999999
"{'location': {'lat': 30.009658, 'lng': -90.2362}, 'viewport': {'northeast': {'lat': 30.0110061802915, 'lng': -90.23483301970849}, 'southwest': {'lat': 30.0083082197085, 'lng': -90.2375309802915}}}",Access Health Louisiana Administrative Office,"2900 Indiana Avenue, Kenner","['hospital', 'health', 'point_of_interest', 'establishment']",30.009658,-90.2362
"{'location': {'lat': 30.0234714, 'lng': -90.2582997}, 'viewport': {'northeast': {'lat': 30.0248236302915, 'lng': -90.2567423197085}, 'southwest': {'lat': 30.0221256697085, 'lng': -90.2594402802915}}}",Oceans Behavioral Hospital Greater New Orleans: Kenner Campus,"716 Village Road, Kenner","['hospital', 'health', 'point_of_interest', 'establishment']",30.0234714,-90.2582997
"{'location': {'lat': 29.9980845, 'lng': -90.1888084}, 'viewport': {'northeast': {'lat': 29.9994756802915, 'lng': -90.1872269197085}, 'southwest': {'lat': 29.9967777197085, 'lng': -90.1899248802915}}}",Harvard Surgery Center,"2520 Harvard Avenue Suite 2A, Metairie","['hospital', 'health', 'point_of_interest', 'establishment']",29.9980845,-90.1888084
"{'location': {'lat': 30.0246414, 'lng': -90.2712035}, 'viewport': {'northeast': {'lat': 30.0261914302915, 'lng': -90.26986861970849}, 'southwest': {'lat': 30.0234934697085, 'lng': -90.27256658029151}}}",Cypress Pediatrics,"200 West Esplanade Avenue #314, Kenner","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0246414,-90.2712035
"{'location': {'lat': 30.02463579999999, 'lng': -90.2712536}, 'viewport': {'northeast': {'lat': 30.02618863029149, 'lng': -90.26986861970849}, 'southwest': {'lat': 30.02349066970849, 'lng': -90.27256658029151}}}",St. Charles Community Health Center,"1401 West Esplanade Avenue #305, Kenner","['hospital', 'point_of_interest', 'establishment']",30.02463579999999,-90.2712536
"{'location': {'lat': 30.0292957, 'lng': -90.2690385}, 'viewport': {'northeast': {'lat': 30.0306424302915, 'lng': -90.26765321970848}, 'southwest': {'lat': 30.0279444697085, 'lng': -90.2703511802915}}}",Lake Pines Hospital,"3639 Loyola Drive, Kenner","['hospital', 'point_of_interest', 'establishment']",30.0292957,-90.2690385
"{'location': {'lat': 30.0138352, 'lng': -90.18077559999999}, 'viewport': {'northeast': {'lat': 30.01517933029151, 'lng': -90.17956691970848}, 'southwest': {'lat': 30.01248136970851, 'lng': -90.1822648802915}}}",Guzzetta Decorte And Sassard Mds,"Houma Boulevard #520, Metairie","['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",30.0138352,-90.18077559999999
"{'location': {'lat': 29.9637152, 'lng': -90.1842974}, 'viewport': {'northeast': {'lat': 29.96489943029149, 'lng': -90.18299191970848}, 'southwest': {'lat': 29.9622014697085, 'lng': -90.18568988029149}}}",Ochsner Medical Center,"1201 South Clearview Parkway, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9637152,-90.1842974
"{'location': {'lat': 29.9599963, 'lng': -90.1845292}, 'viewport': {'northeast': {'lat': 29.9612554802915, 'lng': -90.1831466197085}, 'southwest': {'lat': 29.9585575197085, 'lng': -90.1858445802915}}}",Ochsner Therapy & Wellness - Ochsner Fitness Center,"1200 South Clearview Parkway #1200, New Orleans","['physiotherapist', 'doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.9599963,-90.1845292
"{'location': {'lat': 30.003654, 'lng': -90.17205899999999}, 'viewport': {'northeast': {'lat': 30.0049962302915, 'lng': -90.17079201970849}, 'southwest': {'lat': 30.0022982697085, 'lng': -90.1734899802915}}}",Infinite Health Integrative Medicine Center,"3900 Veterans Boulevard Suite 204, Metairie","['spa', 'doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.003654,-90.17205899999999
"{'location': {'lat': 30.0092433, 'lng': -90.1793579}, 'viewport': {'northeast': {'lat': 30.0107429302915, 'lng': -90.1780356197085}, 'southwest': {'lat': 30.0080449697085, 'lng': -90.1807335802915}}}",Doctors Imaging,"4204 Teuton Street, Metairie","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0092433,-90.1793579
"{'location': {'lat': 30.0028079, 'lng': -90.1686624}, 'viewport': {'northeast': {'lat': 30.0041602802915, 'lng': -90.16720796970849}, 'southwest': {'lat': 30.0014623197085, 'lng': -90.1699059302915}}}",Sleep Rite LLC,"3216 North Turnbull Drive, Metairie","['hospital', 'point_of_interest', 'establishment']",30.0028079,-90.1686624
"{'location': {'lat': 30.0009588, 'lng': -90.1640563}, 'viewport': {'northeast': {'lat': 30.0023076302915, 'lng': -90.1629468197085}, 'southwest': {'lat': 29.99960966970851, 'lng': -90.1656447802915}}}",LA Health Solutions - Metairie,"3001 Division Street Suite 105, Metairie","['physiotherapist', 'doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0009588,-90.1640563
"{'location': {'lat': 30.01442999999999, 'lng': -90.181539}, 'viewport': {'northeast': {'lat': 30.0157722302915, 'lng': -90.18021716970848}, 'southwest': {'lat': 30.0130742697085, 'lng': -90.1829151302915}}}",New Orleans Hemorrhoid Treatment,"4228 Houma Boulevard, Metairie","['hospital', 'point_of_interest', 'establishment']",30.01442999999999,-90.181539
"{'location': {'lat': 29.9569164, 'lng': -90.2169847}, 'viewport': {'northeast': {'lat': 29.9581808302915, 'lng': -90.2157289697085}, 'southwest': {'lat': 29.9554828697085, 'lng': -90.2184269302915}}}",Children's Pediatrics - River Ridge,"9605 Jefferson Highway E, River Ridge","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.9569164,-90.2169847
"{'location': {'lat': 30.0169615, 'lng': -90.2409213}, 'viewport': {'northeast': {'lat': 30.01830253029151, 'lng': -90.2394497197085}, 'southwest': {'lat': 30.01560456970851, 'lng': -90.24214768029151}}}",Estaris Medical Center,"3321 Florida Avenue, Kenner","['hospital', 'point_of_interest', 'establishment']",30.0169615,-90.2409213
"{'location': {'lat': 29.9991485, 'lng': -90.15919219999999}, 'viewport': {'northeast': {'lat': 30.0004998802915, 'lng': -90.1580270197085}, 'southwest': {'lat': 29.9978019197085, 'lng': -90.1607249802915}}}",Omega Hospital,"2525 Severn Avenue, Metairie","['hospital', 'point_of_interest', 'establishment']",29.9991485,-90.15919219999999
"{'location': {'lat': 30.006466, 'lng': -90.19355499999999}, 'viewport': {'northeast': {'lat': 30.0075334302915, 'lng': -90.19222986970848}, 'southwest': {'lat': 30.0048354697085, 'lng': -90.1949278302915}}}",Ochsner Health Center For Children - Metairie,"4901 Veterans Memorial Boulevard, Metairie","['hospital', 'point_of_interest', 'establishment']",30.006466,-90.19355499999999
"{'location': {'lat': 30.024641, 'lng': -90.271204}, 'viewport': {'northeast': {'lat': 30.0261912302915, 'lng': -90.26986861970849}, 'southwest': {'lat': 30.0234932697085, 'lng': -90.27256658029151}}}",LSU Healthcare Network Multi-Specialty,"200 West Esplanade Avenue #701, Kenner","['hospital', 'point_of_interest', 'establishment']",30.024641,-90.271204
"{'location': {'lat': 30.0062461, 'lng': -90.1925705}, 'viewport': {'northeast': {'lat': 30.0073935802915, 'lng': -90.1912393697085}, 'southwest': {'lat': 30.0046956197085, 'lng': -90.1939373302915}}}",Lakeside Children's Clinic,"4845 Veterans Memorial Boulevard, Metairie","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0062461,-90.1925705
"{'location': {'lat': 30.0069927, 'lng': -90.23523999999999}, 'viewport': {'northeast': {'lat': 30.0080180802915, 'lng': -90.23391361970849}, 'southwest': {'lat': 30.0053201197085, 'lng': -90.2366115802915}}}",Palliative Care of New Orleans,"2400 Veterans Boulevard #510, Kenner","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0069927,-90.23523999999999
"{'location': {'lat': 30.00713319999999, 'lng': -90.23523019999999}, 'viewport': {'northeast': {'lat': 30.0080883302915, 'lng': -90.23390876970849}, 'southwest': {'lat': 30.0053903697085, 'lng': -90.2366067302915}}}",Palliative Care,"2400 Veterans Memorial Boulevard Suite 510, Kenner","['hospital', 'health', 'point_of_interest', 'establishment']",30.00713319999999,-90.23523019999999
"{'location': {'lat': 30.0244294, 'lng': -90.2575442}, 'viewport': {'northeast': {'lat': 30.0255693302915, 'lng': -90.25618826970849}, 'southwest': {'lat': 30.0228713697085, 'lng': -90.25888623029151}}}",DaVita Chateau Dialysis,"720 Village Road, Kenner","['hospital', 'health', 'point_of_interest', 'establishment']",30.0244294,-90.2575442
"{'location': {'lat': 30.02296299999999, 'lng': -90.271368}, 'viewport': {'northeast': {'lat': 30.02429868029149, 'lng': -90.27002011970849}, 'southwest': {'lat': 30.02160071970849, 'lng': -90.27271808029151}}}",DaVita Kenner Regional Dialysis Center,"200 West Esplanade Avenue Ste 100, Kenner","['hospital', 'health', 'point_of_interest', 'establishment']",30.02296299999999,-90.271368
"{'location': {'lat': 29.9569164, 'lng': -90.2169847}, 'viewport': {'northeast': {'lat': 29.9581808302915, 'lng': -90.2157289697085}, 'southwest': {'lat': 29.9554828697085, 'lng': -90.2184269302915}}}",East Jefferson General Hospital,"9605 Jefferson Highway f, River Ridge","['hospital', 'point_of_interest', 'establishment']",29.9569164,-90.2169847
"{'location': {'lat': 29.9820227, 'lng': -90.1891325}, 'viewport': {'northeast': {'lat': 29.9833499802915, 'lng': -90.1878626697085}, 'southwest': {'lat': 29.9806520197085, 'lng': -90.1905606302915}}}",Hospitals,"809 Carnation Avenue, Metairie","['hospital', 'point_of_interest', 'establishment']",29.9820227,-90.1891325
"{'location': {'lat': 30.006221, 'lng': -90.1803394}, 'viewport': {'northeast': {'lat': 30.0075787802915, 'lng': -90.1788095197085}, 'southwest': {'lat': 30.00488081970851, 'lng': -90.18150748029151}}}",Clinica Medica,"3434 Houma Boulevard, Metairie","['hospital', 'point_of_interest', 'establishment']",30.006221,-90.1803394
"{'location': {'lat': 30.00589579999999, 'lng': -90.1790221}, 'viewport': {'northeast': {'lat': 30.00724308029151, 'lng': -90.1776831697085}, 'southwest': {'lat': 30.00454511970851, 'lng': -90.18038113029151}}}",Louisiana Primary Care Consultants,"4241 Veterans Memorial Boulevard Ste 10, Metairie","['hospital', 'point_of_interest', 'establishment']",30.00589579999999,-90.1790221
"{'location': {'lat': 30.0138954, 'lng': -90.18173019999999}, 'viewport': {'northeast': {'lat': 30.0152839302915, 'lng': -90.18050326970848}, 'southwest': {'lat': 30.0125859697085, 'lng': -90.1832012302915}}}",East Jefferson Womens Care,"4228 Houma Boulevard, Metairie","['hospital', 'health', 'point_of_interest', 'establishment']",30.0138954,-90.18173019999999
"{'location': {'lat': 30.0089574, 'lng': -90.1791587}, 'viewport': {'northeast': {'lat': 30.0103215802915, 'lng': -90.17781091970848}, 'southwest': {'lat': 30.0076236197085, 'lng': -90.1805088802915}}}","xTAG® Gastrointestinal Pathogen Panel (GPP), Metairie LA","4213 Saxon Street, Metairie","['hospital', 'health', 'point_of_interest', 'establishment']",30.0089574,-90.1791587
"{'location': {'lat': 30.0138352, 'lng': -90.1807755}, 'viewport': {'northeast': {'lat': 30.01517933029151, 'lng': -90.1795668697085}, 'southwest': {'lat': 30.01248136970851, 'lng': -90.1822648302915}}}",Dr Schultis,"4224 Houma Boulevard, Metairie","['hospital', 'point_of_interest', 'establishment']",30.0138352,-90.1807755
"{'location': {'lat': 30.0034043, 'lng': -90.1682297}, 'viewport': {'northeast': {'lat': 30.0047482302915, 'lng': -90.16700591970849}, 'southwest': {'lat': 30.0020502697085, 'lng': -90.1697038802915}}}","Dr. Rand M. Voorhies, M.D.","3798 Veterans Memorial Boulevard #200, Metairie","['hospital', 'point_of_interest', 'establishment']",30.0034043,-90.1682297
"{'location': {'lat': 30.0009588, 'lng': -90.1640563}, 'viewport': {'northeast': {'lat': 30.0023076302915, 'lng': -90.1629468197085}, 'southwest': {'lat': 29.99960966970851, 'lng': -90.1656447802915}}}",LA Health Solutions - Neurosurgery,"3001 Division Street Suite 100, Metairie","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",30.0009588,-90.1640563
"{'location': {'lat': 29.95168889999999, 'lng': -90.1804362}, 'viewport': {'northeast': {'lat': 29.95302313029149, 'lng': -90.17905506970848}, 'southwest': {'lat': 29.9503251697085, 'lng': -90.1817530302915}}}",Oschners Hospital,"Jefferson Highway, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.95168889999999,-90.1804362
"{'location': {'lat': 29.996922, 'lng': -90.163266}, 'viewport': {'northeast': {'lat': 29.99852238029149, 'lng': -90.1619036197085}, 'southwest': {'lat': 29.99582441970849, 'lng': -90.1646015802915}}}","Jefferson Parish Human Services Authority, East Jefferson Health Center","3616 South I-10 Service Road West, Metairie","['hospital', 'health', 'point_of_interest', 'establishment']",29.996922,-90.163266
