geometry,name,vicinity,types,lat,lng
"{'location': {'lat': 29.960785, 'lng': -90.14467189999999}, 'viewport': {'northeast': {'lat': 29.9621080802915, 'lng': -90.1435593197085}, 'southwest': {'lat': 29.9594101197085, 'lng': -90.14625728029151}}, 'lat': 29.960785, 'lng': -90.14467189999999}","Luis Teixeira, MD","1514 Jefferson Highway, Jefferson","['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",29.960785,-90.14467189999999
"{'location': {'lat': 29.956131, 'lng': -90.07497269999999}, 'viewport': {'northeast': {'lat': 29.9574742302915, 'lng': -90.0737402197085}, 'southwest': {'lat': 29.9547762697085, 'lng': -90.0764381802915}}, 'lat': 29.956131, 'lng': -90.07497269999999}",Tulane Cancer Center,"150 South Liberty Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.956131,-90.07497269999999
"{'location': {'lat': 29.9557828, 'lng': -90.0762827}, 'viewport': {'northeast': {'lat': 29.9568090802915, 'lng': -90.07464511970849}, 'southwest': {'lat': 29.9541111197085, 'lng': -90.0773430802915}}, 'lat': 29.9557828, 'lng': -90.0762827}",Fresenius Medical Care at Tulane Acutes,"1415 Tulane Avenue (hc25), New Orleans","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.9557828,-90.0762827
"{'location': {'lat': 29.975359, 'lng': -90.0970699}, 'viewport': {'northeast': {'lat': 29.9765667302915, 'lng': -90.0958473197085}, 'southwest': {'lat': 29.9738687697085, 'lng': -90.09854528029152}}, 'lat': 29.975359, 'lng': -90.0970699}",DaVita Crescent City Dialysis Center,"3909 Bienville Street Ste 1b, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.975359,-90.0970699
"{'location': {'lat': 29.962809, 'lng': -90.1530135}, 'viewport': {'northeast': {'lat': 29.9641562802915, 'lng': -90.15166456970849}, 'southwest': {'lat': 29.9614583197085, 'lng': -90.15436253029151}}, 'lat': 29.962809, 'lng': -90.1530135}",Ochsner Extended Care Hospital,"2614 Jefferson Highway, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.962809,-90.1530135
"{'location': {'lat': 29.9177892, 'lng': -90.12768489999999}, 'viewport': {'northeast': {'lat': 29.9189211302915, 'lng': -90.1262196197085}, 'southwest': {'lat': 29.9162231697085, 'lng': -90.1289175802915}}, 'lat': 29.9177892, 'lng': -90.12768489999999}",LSU Healthcare Network,"200 Henry Clay Avenue, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9177892,-90.12768489999999
"{'location': {'lat': 29.89340499999999, 'lng': -90.101018}, 'viewport': {'northeast': {'lat': 29.8949262302915, 'lng': -90.09968526970849}, 'southwest': {'lat': 29.8922282697085, 'lng': -90.1023832302915}}, 'lat': 29.89340499999999, 'lng': -90.101018}","Jefferson Parish Human Services Authority, West Jefferson Health Center","5001 Westbank Expressway, Marrero","['hospital', 'health', 'point_of_interest', 'establishment']",29.89340499999999,-90.101018
"{'location': {'lat': 29.9725706, 'lng': -90.0969835}, 'viewport': {'northeast': {'lat': 29.9738161802915, 'lng': -90.0957325697085}, 'southwest': {'lat': 29.9711182197085, 'lng': -90.09843053029151}}, 'lat': 29.9725706, 'lng': -90.0969835}","Willis and Buckley, APC","3723 Canal Street, New Orleans","['insurance_agency', 'lawyer', 'hospital', 'car_repair', 'health', 'point_of_interest', 'establishment']",29.9725706,-90.0969835
"{'location': {'lat': 29.95957689999999, 'lng': -90.0770127}, 'viewport': {'northeast': {'lat': 29.96094558029149, 'lng': -90.0756921697085}, 'southwest': {'lat': 29.95824761970849, 'lng': -90.07839013029151}}, 'lat': 29.95957689999999, 'lng': -90.0770127}",Family Asthma Allergy,New Orleans,"['hospital', 'point_of_interest', 'establishment']",29.95957689999999,-90.0770127
"{'location': {'lat': 29.96666500000001, 'lng': -90.0894381}, 'viewport': {'northeast': {'lat': 29.96807138029151, 'lng': -90.08803706970849}, 'southwest': {'lat': 29.96537341970851, 'lng': -90.0907350302915}}, 'lat': 29.96666500000001, 'lng': -90.0894381}",New Orleans Center for Clinical Research,"2820 Canal Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.96666500000001,-90.0894381
"{'location': {'lat': 29.937739, 'lng': -90.1037042}, 'viewport': {'northeast': {'lat': 29.9392096802915, 'lng': -90.10236716970849}, 'southwest': {'lat': 29.9365117197085, 'lng': -90.10506513029149}}, 'lat': 29.937739, 'lng': -90.1037042}","Jim Jones, MD","2700 Napoleon Avenue, New Orleans","['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",29.937739,-90.1037042
"{'location': {'lat': 29.9257745, 'lng': -90.0923462}, 'viewport': {'northeast': {'lat': 29.9270322802915, 'lng': -90.0913130197085}, 'southwest': {'lat': 29.9243343197085, 'lng': -90.0940109802915}}, 'lat': 29.9257745, 'lng': -90.0923462}",DaVita New Orleans Uptown Dialysis,"1401 Foucher Street # 4, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.9257745,-90.0923462
"{'location': {'lat': 29.9112907, 'lng': -90.0551548}, 'viewport': {'northeast': {'lat': 29.9126687802915, 'lng': -90.0537519697085}, 'southwest': {'lat': 29.9099708197085, 'lng': -90.0564499302915}}, 'lat': 29.9112907, 'lng': -90.0551548}",Gretna Medical Center,"1221 Amelia Street, Gretna","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.9112907,-90.0551548
"{'location': {'lat': 29.9556364, 'lng': -90.0758475}, 'viewport': {'northeast': {'lat': 29.9567358802915, 'lng': -90.0744275197085}, 'southwest': {'lat': 29.9540379197085, 'lng': -90.0771254802915}}, 'lat': 29.9556364, 'lng': -90.0758475}",Tulane Center for Abdominal Transplant,"1415 Tulane Avenue 7th Floor, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9556364,-90.0758475
"{'location': {'lat': 29.9525176, 'lng': -90.07707599999999}, 'viewport': {'northeast': {'lat': 29.95393803029149, 'lng': -90.0756900197085}, 'southwest': {'lat': 29.9512400697085, 'lng': -90.07838798029151}}, 'lat': 29.9525176, 'lng': -90.07707599999999}",LSU PMR,"1900 Perdido Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9525176,-90.07707599999999
"{'location': {'lat': 29.9512191, 'lng': -90.07807869999999}, 'viewport': {'northeast': {'lat': 29.9526595802915, 'lng': -90.07670331970849}, 'southwest': {'lat': 29.9499616197085, 'lng': -90.0794012802915}}, 'lat': 29.9512191, 'lng': -90.07807869999999}",Louisiana Medica Co Llc,"1450 Poydras Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9512191,-90.07807869999999
"{'location': {'lat': 29.9549345, 'lng': -90.0769392}, 'viewport': {'northeast': {'lat': 29.9563283802915, 'lng': -90.0757792197085}, 'southwest': {'lat': 29.9536304197085, 'lng': -90.0784771802915}}, 'lat': 29.9549345, 'lng': -90.0769392}",Tulane Pediatrics,"275 Lasalle Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9549345,-90.0769392
"{'location': {'lat': 29.9587601, 'lng': -90.0624789}, 'viewport': {'northeast': {'lat': 29.9601415802915, 'lng': -90.0611801697085}, 'southwest': {'lat': 29.9574436197085, 'lng': -90.06387813029151}}, 'lat': 29.9587601, 'lng': -90.0624789}",Newco Women's Medical Center LLC,"828 Chartres Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9587601,-90.0624789
"{'location': {'lat': 29.95729619999999, 'lng': -90.0832621}, 'viewport': {'northeast': {'lat': 29.9586128802915, 'lng': -90.08176956970848}, 'southwest': {'lat': 29.9559149197085, 'lng': -90.0844675302915}}, 'lat': 29.95729619999999, 'lng': -90.0832621}",LSU Health New Orleans,"433 Bolivar Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.95729619999999,-90.0832621
"{'location': {'lat': 29.95983609999999, 'lng': -90.0821885}, 'viewport': {'northeast': {'lat': 29.96108308029149, 'lng': -90.0809498197085}, 'southwest': {'lat': 29.9583851197085, 'lng': -90.0836477802915}}, 'lat': 29.95983609999999, 'lng': -90.0821885}",University Medical Center,"2000 Canal Street, New Orleans","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.95983609999999,-90.0821885
"{'location': {'lat': 29.9605673, 'lng': -90.081392}, 'viewport': {'northeast': {'lat': 29.9615097802915, 'lng': -90.07941061970848}, 'southwest': {'lat': 29.9588118197085, 'lng': -90.0821085802915}}, 'lat': 29.9605673, 'lng': -90.081392}",Hospital,"2000 Canal Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9605673,-90.081392
"{'location': {'lat': 29.9566154, 'lng': -90.08488779999999}, 'viewport': {'northeast': {'lat': 29.9577579302915, 'lng': -90.08366096970849}, 'southwest': {'lat': 29.9550599697085, 'lng': -90.0863589302915}}, 'lat': 29.9566154, 'lng': -90.08488779999999}",LSU Medical Center,"2021 Perdido Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9566154,-90.08488779999999
"{'location': {'lat': 29.9599297, 'lng': -90.08277029999999}, 'viewport': {'northeast': {'lat': 29.9611934802915, 'lng': -90.0813659697085}, 'southwest': {'lat': 29.9584955197085, 'lng': -90.0840639302915}}, 'lat': 29.9599297, 'lng': -90.08277029999999}",University Medical Center New Orleans,"2000 Canal Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9599297,-90.08277029999999
"{'location': {'lat': 29.9616475, 'lng': -90.0829091}, 'viewport': {'northeast': {'lat': 29.9629798302915, 'lng': -90.0815354197085}, 'southwest': {'lat': 29.9602818697085, 'lng': -90.08423338029151}}, 'lat': 29.9616475, 'lng': -90.0829091}",Veterans Affairs Hospital,"119 South Galvez Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9616475,-90.0829091
"{'location': {'lat': 29.969145, 'lng': -90.053163}, 'viewport': {'northeast': {'lat': 29.97039078029149, 'lng': -90.05180586970849}, 'southwest': {'lat': 29.9676928197085, 'lng': -90.0545038302915}}, 'lat': 29.969145, 'lng': -90.053163}",DaVita Marigny Dialysis,"2345 Saint Claude Avenue, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.969145,-90.053163
"{'location': {'lat': 29.9264601, 'lng': -90.0925298}, 'viewport': {'northeast': {'lat': 29.9277363802915, 'lng': -90.09115246970848}, 'southwest': {'lat': 29.9250384197085, 'lng': -90.0938504302915}}, 'lat': 29.9264601, 'lng': -90.0925298}",Touro Medical Office Building,"3513 Prytania Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9264601,-90.0925298
"{'location': {'lat': 29.9257602, 'lng': -90.09213799999999}, 'viewport': {'northeast': {'lat': 29.9269194302915, 'lng': -90.09116826970849}, 'southwest': {'lat': 29.9242214697085, 'lng': -90.0938662302915}}, 'lat': 29.9257602, 'lng': -90.09213799999999}",Touro Infirmary Hospital,"1401 Foucher Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9257602,-90.09213799999999
"{'location': {'lat': 29.9382815, 'lng': -90.1041487}, 'viewport': {'northeast': {'lat': 29.93964268029149, 'lng': -90.1026721197085}, 'southwest': {'lat': 29.93694471970849, 'lng': -90.10537008029151}}, 'lat': 29.9382815, 'lng': -90.1041487}",Ochsner Health Center - Baptist McFarland Medical Plaza,"4429 Clara Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9382815,-90.1041487
"{'location': {'lat': 29.926647, 'lng': -90.094909}, 'viewport': {'northeast': {'lat': 29.9281798302915, 'lng': -90.0935967697085}, 'southwest': {'lat': 29.9254818697085, 'lng': -90.0962947302915}}, 'lat': 29.926647, 'lng': -90.094909}",LSU Healthcare Network,"3700 Saint Charles Avenue, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.926647,-90.094909
"{'location': {'lat': 29.9254575, 'lng': -90.0933321}, 'viewport': {'northeast': {'lat': 29.9270811802915, 'lng': -90.09208601970849}, 'southwest': {'lat': 29.9243832197085, 'lng': -90.09478398029151}}, 'lat': 29.9254575, 'lng': -90.0933321}",Best Clinical Trial,"3600 Prytania Street #71, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9254575,-90.0933321
"{'location': {'lat': 29.975012, 'lng': -90.09636309999999}, 'viewport': {'northeast': {'lat': 29.9761800302915, 'lng': -90.0951823697085}, 'southwest': {'lat': 29.97348206970851, 'lng': -90.0978803302915}}, 'lat': 29.975012, 'lng': -90.09636309999999}",Cobalt Rehabilitation,"3801 Bienville Avenue, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.975012,-90.09636309999999
"{'location': {'lat': 29.939605, 'lng': -90.106256}, 'viewport': {'northeast': {'lat': 29.94108243029151, 'lng': -90.1049073697085}, 'southwest': {'lat': 29.93838446970851, 'lng': -90.1076053302915}}, 'lat': 29.939605, 'lng': -90.106256}",Hope Woman's Clinic,"4612 South Claiborne Avenue, New Orleans","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.939605,-90.106256
"{'location': {'lat': 29.9239166, 'lng': -90.09240419999999}, 'viewport': {'northeast': {'lat': 29.9253176802915, 'lng': -90.09107511970849}, 'southwest': {'lat': 29.9226197197085, 'lng': -90.0937730802915}}, 'lat': 29.9239166, 'lng': -90.09240419999999}",Community Care Hospital,"3600 Chestnut Street, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.9239166,-90.09240419999999
"{'location': {'lat': 29.9461358, 'lng': -90.11323209999999}, 'viewport': {'northeast': {'lat': 29.9475207302915, 'lng': -90.1118871697085}, 'southwest': {'lat': 29.9448227697085, 'lng': -90.1145851302915}}, 'lat': 29.9461358, 'lng': -90.11323209999999}","In & Out Urgent Care - Uptown New Orleans, La","6225 South Claiborne Avenue, New Orleans","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.9461358,-90.11323209999999
"{'location': {'lat': 29.9895078, 'lng': -90.0664893}, 'viewport': {'northeast': {'lat': 29.9907792802915, 'lng': -90.06513296970849}, 'southwest': {'lat': 29.9880813197085, 'lng': -90.06783093029149}}, 'lat': 29.9895078, 'lng': -90.0664893}",Hospital,"1747-1757 Gentilly Boulevard, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9895078,-90.0664893
"{'location': {'lat': 29.9436059, 'lng': -90.1171074}, 'viewport': {'northeast': {'lat': 29.9448227302915, 'lng': -90.11584441970848}, 'southwest': {'lat': 29.9421247697085, 'lng': -90.1185423802915}}, 'lat': 29.9436059, 'lng': -90.1171074}",Tulane Institute of Sports Medicine,"202 Janet Yulman Way, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9436059,-90.1171074
"{'location': {'lat': 29.9176895, 'lng': -90.0417142}, 'viewport': {'northeast': {'lat': 29.9191456802915, 'lng': -90.0403655697085}, 'southwest': {'lat': 29.9164477197085, 'lng': -90.04306353029152}}, 'lat': 29.9176895, 'lng': -90.0417142}",DaVita Oakwood Dialysis Center,"148 Hector Avenue, Gretna","['hospital', 'health', 'point_of_interest', 'establishment']",29.9176895,-90.0417142
"{'location': {'lat': 29.9276364, 'lng': -90.02668129999999}, 'viewport': {'northeast': {'lat': 29.9289469302915, 'lng': -90.0253538697085}, 'southwest': {'lat': 29.9262489697085, 'lng': -90.02805183029152}}, 'lat': 29.9276364, 'lng': -90.02668129999999}",DaVita Algiers Dialysis,"2924 General De Gaulle Drive, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.9276364,-90.02668129999999
"{'location': {'lat': 29.996761, 'lng': -90.062801}, 'viewport': {'northeast': {'lat': 29.9982392802915, 'lng': -90.06159206970848}, 'southwest': {'lat': 29.9955413197085, 'lng': -90.06429003029149}}, 'lat': 29.996761, 'lng': -90.062801}",Daughters of Charity Health Center - Gentilly,"100 Warrington Drive, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.996761,-90.062801
"{'location': {'lat': 29.91779289999999, 'lng': -90.12768969999999}, 'viewport': {'northeast': {'lat': 29.91892298029149, 'lng': -90.12622201970849}, 'southwest': {'lat': 29.9162250197085, 'lng': -90.1289199802915}}, 'lat': 29.91779289999999, 'lng': -90.12768969999999}",Children's Hospital Outpatient Clinic,"200 Henry Clay Avenue, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.91779289999999,-90.12768969999999
"{'location': {'lat': 29.924141, 'lng': -90.0910711}, 'viewport': {'northeast': {'lat': 29.92561713029149, 'lng': -90.0897726697085}, 'southwest': {'lat': 29.92291916970849, 'lng': -90.0924706302915}}, 'lat': 29.924141, 'lng': -90.0910711}",LSU Healthcare Network,"3450 Chestnut Street, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.924141,-90.0910711
"{'location': {'lat': 29.9249992, 'lng': -90.1242291}, 'viewport': {'northeast': {'lat': 29.9264333802915, 'lng': -90.1231085197085}, 'southwest': {'lat': 29.9237354197085, 'lng': -90.1258064802915}}, 'lat': 29.9249992, 'lng': -90.1242291}",Children's Hospital Rapid Treatment Program,"935 Calhoun Street, New Orleans","['hospital', 'point_of_interest', 'establishment']",29.9249992,-90.1242291
"{'location': {'lat': 29.9179885, 'lng': -90.01825459999999}, 'viewport': {'northeast': {'lat': 29.9193294802915, 'lng': -90.01658941970848}, 'southwest': {'lat': 29.9166315197085, 'lng': -90.0192873802915}}, 'lat': 29.9179885, 'lng': -90.01825459999999}",DaVita Westbank Chronic Renal Center,"3631 Behrman Place, New Orleans","['hospital', 'health', 'point_of_interest', 'establishment']",29.9179885,-90.01825459999999
"{'location': {'lat': 29.8957234, 'lng': -90.1000136}, 'viewport': {'northeast': {'lat': 29.8970697802915, 'lng': -90.0987054197085}, 'southwest': {'lat': 29.8943718197085, 'lng': -90.1014033802915}}, 'lat': 29.8957234, 'lng': -90.1000136}",Children’s Pediatrics Westbank Marrero,"829 Barataria Boulevard, Marrero","['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']",29.8957234,-90.1000136
"{'location': {'lat': 29.89061179999999, 'lng': -90.0943736}, 'viewport': {'northeast': {'lat': 29.8919471802915, 'lng': -90.09323961970848}, 'southwest': {'lat': 29.8892492197085, 'lng': -90.0959375802915}}, 'lat': 29.89061179999999, 'lng': -90.0943736}","Fresenius Medical Care at Louisiana Specialty, Hospital","1111 Medical Center Boulevard 7th Fl, Marrero","['hospital', 'point_of_interest', 'establishment']",29.89061179999999,-90.0943736
"{'location': {'lat': 29.9613165, 'lng': -90.1438572}, 'viewport': {'northeast': {'lat': 29.9626538302915, 'lng': -90.14247451970849}, 'southwest': {'lat': 29.9599558697085, 'lng': -90.1451724802915}}, 'lat': 29.9613165, 'lng': -90.1438572}",OCHSNER MAIN,"Collins C. Diboll Drive, Jefferson","['hospital', 'point_of_interest', 'establishment']",29.9613165,-90.1438572
"{'location': {'lat': 29.8906129, 'lng': -90.094466}, 'viewport': {'northeast': {'lat': 29.8919511802915, 'lng': -90.09328606970848}, 'southwest': {'lat': 29.8892532197085, 'lng': -90.09598403029149}}, 'lat': 29.8906129, 'lng': -90.094466}",West Jefferson Urology Specialists,"1111 Medical Center Boulevard #650, Marrero","['hospital', 'point_of_interest', 'establishment']",29.8906129,-90.094466
"{'location': {'lat': 29.9616798, 'lng': -90.1460848}, 'viewport': {'northeast': {'lat': 29.9633435802915, 'lng': -90.1444881197085}, 'southwest': {'lat': 29.9606456197085, 'lng': -90.1471860802915}}, 'lat': 29.9616798, 'lng': -90.1460848}",Ochsner Multi-Organ Transplant Institute,"1514 Jefferson Highway, Jefferson","['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",29.9616798,-90.1460848
"{'location': {'lat': 29.9640732, 'lng': -90.1444396}, 'viewport': {'northeast': {'lat': 29.9654165802915, 'lng': -90.14336186970849}, 'southwest': {'lat': 29.9627186197085, 'lng': -90.1460598302915}}, 'lat': 29.9640732, 'lng': -90.1444396}",Ochsner Center for Primary Care and Wellness,"1401 Jefferson Highway, Jefferson","['hospital', 'point_of_interest', 'establishment']",29.9640732,-90.1444396
"{'location': {'lat': 29.9635129, 'lng': -90.1446363}, 'viewport': {'northeast': {'lat': 29.9647742802915, 'lng': -90.1430096197085}, 'southwest': {'lat': 29.9620763197085, 'lng': -90.1457075802915}}, 'lat': 29.9635129, 'lng': -90.1446363}",PHARMACY & WELLNESS - PRIMARY CARE,"1401 Jefferson Highway, Jefferson","['pharmacy', 'hospital', 'health', 'store', 'point_of_interest', 'establishment']",29.9635129,-90.1446363
