geometry,name,vicinity,types,lat,lng
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",New Orleans First City Court,"421 Loyola Avenue #201, New Orleans","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.9520292, 'lng': -90.0771233}, 'viewport': {'northeast': {'lat': 29.9532475302915, 'lng': -90.0758703697085}, 'southwest': {'lat': 29.9505495697085, 'lng': -90.0785683302915}}}",City of New Orleans Mayor's Office,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520292,-90.0771233
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",New Orleans Civil Sheriff,"421 Loyola Avenue # 403, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",New Orleans City Constable,"421 Loyola Avenue # 208, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",New Orleans Jury Pool Lounge,"421 Loyola Avenue # 319, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.9160227, 'lng': -90.06773629999999}, 'viewport': {'northeast': {'lat': 29.9175106802915, 'lng': -90.06613461970849}, 'southwest': {'lat': 29.9148127197085, 'lng': -90.0688325802915}}}",Jefferson Parish Clerk of Court,"200 Derbigny Street #5600, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9160227,-90.06773629999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Honorable Tiffany G Chase,"421 Loyola Avenue # 406, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",New Orleans City Finance,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",New Orleans Federal & State,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.9512885, 'lng': -90.06547549999999}, 'viewport': {'northeast': {'lat': 29.9524450302915, 'lng': -90.0640415197085}, 'southwest': {'lat': 29.9497470697085, 'lng': -90.0667394802915}}}",US Maritime Administration,"365 Canal Street # 2500, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9512885,-90.06547549999999
"{'location': {'lat': 29.9556961, 'lng': -90.06605239999999}, 'viewport': {'northeast': {'lat': 29.9572127302915, 'lng': -90.06494611970848}, 'southwest': {'lat': 29.9545147697085, 'lng': -90.06764408029149}}}",Supreme Court Chief Justice,"400 Royal Street # 4200, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9556961,-90.06605239999999
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",Criminal Justice Coordinator,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",Human Relations Commission,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.96172199999999, 'lng': -90.0915424}, 'viewport': {'northeast': {'lat': 29.9632363802915, 'lng': -90.0900924697085}, 'southwest': {'lat': 29.9605384197085, 'lng': -90.0927904302915}}}",Orleans Parish Criminal District Court,"2700 Tulane Avenue, New Orleans","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']",29.96172199999999,-90.0915424
"{'location': {'lat': 29.9518971, 'lng': -90.0776697}, 'viewport': {'northeast': {'lat': 29.95317138029149, 'lng': -90.0761943697085}, 'southwest': {'lat': 29.9504734197085, 'lng': -90.07889233029151}}}",New Orleans Civil Services Department,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9518971,-90.0776697
"{'location': {'lat': 29.9443811, 'lng': -90.0716418}, 'viewport': {'northeast': {'lat': 29.9456802302915, 'lng': -90.0703079697085}, 'southwest': {'lat': 29.9429822697085, 'lng': -90.0730059302915}}}",Sewerage & Water Board of New Orleans,"625 Saint Joseph Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9443811,-90.0716418
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Honorable Robert M Murphy,"200 Derbigny Street # 5600, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Division C,"200 Derbigny Street # 2400, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Jefferson Registrar of Voters,"200 Derbigny Street # 523, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Jefferson Research & Budget,"200 Derbigny Street # 6600, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.93489, 'lng': -90.07903259999999}, 'viewport': {'northeast': {'lat': 29.9362875802915, 'lng': -90.0777267197085}, 'southwest': {'lat': 29.9335896197085, 'lng': -90.0804246802915}}}",NewOrleans.com,"2020 Saint Charles Avenue, New Orleans","['local_government_office', 'travel_agency', 'point_of_interest', 'establishment']",29.93489,-90.07903259999999
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Finance Department-Accounting,"200 Derbigny Street # 4200, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Jefferson Occupational License,"200 Derbigny Street # 1200, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",New Orleans Property Management,"1300 Perdido Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.95283999999999, 'lng': -90.079155}, 'viewport': {'northeast': {'lat': 29.9542094802915, 'lng': -90.07798501970849}, 'southwest': {'lat': 29.9515115197085, 'lng': -90.0806829802915}}}",Louisiana Veterans Research,"1555 Poydras Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.95283999999999,-90.079155
"{'location': {'lat': 29.9520391, 'lng': -90.0771376}, 'viewport': {'northeast': {'lat': 29.9532524802915, 'lng': -90.07587751970848}, 'southwest': {'lat': 29.9505545197085, 'lng': -90.0785754802915}}}",New Orleans City Hall,"1300 Perdido Street, New Orleans","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",29.9520391,-90.0771376
"{'location': {'lat': 29.93822940000001, 'lng': -90.0855395}, 'viewport': {'northeast': {'lat': 29.9398638302915, 'lng': -90.0842290197085}, 'southwest': {'lat': 29.9371658697085, 'lng': -90.08692698029151}}}",Edna Pilsbury Health Center,"2222 Simon Bolivar Avenue, New Orleans","['doctor', 'local_government_office', 'health', 'point_of_interest', 'establishment']",29.93822940000001,-90.0855395
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Honorable Roland L Belsome,"421 Loyola Avenue # 303, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.9498939, 'lng': -90.0754829}, 'viewport': {'northeast': {'lat': 29.95156668029149, 'lng': -90.0739877197085}, 'southwest': {'lat': 29.94886871970849, 'lng': -90.0766856802915}}}",Commissionors Office,"1100 Poydras Street # 1020, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9498939,-90.0754829
"{'location': {'lat': 29.9485401, 'lng': -90.0710799}, 'viewport': {'northeast': {'lat': 29.9498710802915, 'lng': -90.06965106970848}, 'southwest': {'lat': 29.9471731197085, 'lng': -90.07234903029149}}}",Gallier Hall,"545 Saint Charles Avenue, New Orleans","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",29.9485401,-90.0710799
"{'location': {'lat': 29.9513101, 'lng': -90.0654673}, 'viewport': {'northeast': {'lat': 29.95245583029151, 'lng': -90.0640415197085}, 'southwest': {'lat': 29.94975786970851, 'lng': -90.0667394802915}}}",New Orleans Passport Center,"365 Canal Street #1300, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9513101,-90.0654673
"{'location': {'lat': 29.91779289999999, 'lng': -90.12768969999999}, 'viewport': {'northeast': {'lat': 29.91892298029149, 'lng': -90.12622201970849}, 'southwest': {'lat': 29.9162250197085, 'lng': -90.1289199802915}}}",Public Health Clinic,"200 Henry Clay Avenue, New Orleans","['local_government_office', 'health', 'point_of_interest', 'establishment']",29.91779289999999,-90.12768969999999
"{'location': {'lat': 29.9159844, 'lng': -90.0676331}, 'viewport': {'northeast': {'lat': 29.91745008029149, 'lng': -90.06605491970849}, 'southwest': {'lat': 29.9147521197085, 'lng': -90.0687528802915}}}",Honorable June B Darensburg,"200 Derbigny Street # 4400, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.9159844,-90.0676331
"{'location': {'lat': 29.91601829999999, 'lng': -90.06773679999999}, 'viewport': {'northeast': {'lat': 29.9174992802915, 'lng': -90.0661286197085}, 'southwest': {'lat': 29.9148013197085, 'lng': -90.0688265802915}}}",Honorable Donald A Rowan Jr,"200 Derbigny Street, Gretna","['local_government_office', 'point_of_interest', 'establishment']",29.91601829999999,-90.06773679999999
"{'location': {'lat': 29.9512191, 'lng': -90.07807869999999}, 'viewport': {'northeast': {'lat': 29.9526595802915, 'lng': -90.07670331970849}, 'southwest': {'lat': 29.9499616197085, 'lng': -90.0794012802915}}}",Sanitarian Service,"1450 Poydras Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9512191,-90.07807869999999
"{'location': {'lat': 30.000145, 'lng': -90.062128}, 'viewport': {'northeast': {'lat': 30.0015170802915, 'lng': -90.0606185197085}, 'southwest': {'lat': 29.9988191197085, 'lng': -90.0633164802915}}}",Housing Authority-New Orleans,"4100 Touro Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",30.000145,-90.062128
"{'location': {'lat': 29.9334825, 'lng': -90.0366638}, 'viewport': {'northeast': {'lat': 29.9348901302915, 'lng': -90.0351272697085}, 'southwest': {'lat': 29.9321921697085, 'lng': -90.0378252302915}}}",Crescent City Connection Division,"2001 Mardi Gras Boulevard, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.9334825,-90.0366638
"{'location': {'lat': 29.9034746, 'lng': -90.07118779999999}, 'viewport': {'northeast': {'lat': 29.9047048802915, 'lng': -90.07013071970849}, 'southwest': {'lat': 29.9020069197085, 'lng': -90.0728286802915}}}",Jefferson Parish Sheriff's Office,"725 Maple Avenue, Harvey","['police', 'local_government_office', 'point_of_interest', 'establishment']",29.9034746,-90.07118779999999
"{'location': {'lat': 29.96120000000001, 'lng': -90.093051}, 'viewport': {'northeast': {'lat': 29.9626133802915, 'lng': -90.0916634197085}, 'southwest': {'lat': 29.9599154197085, 'lng': -90.0943613802915}}}",New Orleans Criminal Sheriff,"2800 Gravier Street, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.96120000000001,-90.093051
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Sidney Hayward Cates IV,"421 Loyola Avenue # 303, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",New Orleans Judicial Expense,"421 Loyola Avenue, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Honorable Charles A Imbornone,"421 Loyola Avenue # 202, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Honorable Kern A Reese,"421 Loyola Avenue # 315, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
"{'location': {'lat': 29.951772, 'lng': -90.07614559999999}, 'viewport': {'northeast': {'lat': 29.95312283029149, 'lng': -90.07465571970849}, 'southwest': {'lat': 29.9504248697085, 'lng': -90.0773536802915}}}",Honorable Rosemary Ledet,"421 Loyola Avenue # 308, New Orleans","['local_government_office', 'point_of_interest', 'establishment']",29.951772,-90.07614559999999
