YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
200507,1194467,5465731,1,2,"N","GILMORE",35.45,-90.28333,,
200507,1194467,5465732,1,,"","WEINER",35.61667,-90.9,,
200507,1194467,5465733,1,,"","MARKED TREE",35.53333,-90.41667,,
200507,1194467,5465734,1,,"","AUBREY",34.71667,-90.9,,
200507,1194467,5465735,1,3,"N","PARAGOULD",36.1,-90.48333,,
200507,1194467,5465736,1,,"","RECTOR",36.26667,-90.3,,
200507,1194467,5465737,1,,"","TRUMANN",,,,
200507,1194468,5465738,1,,"","RUTHERFORD",36.13333,-88.98333,,
200506,1194430,5465810,1,1,"SE","RALLS",33.66667,-101.36667,,
200506,1194431,5465811,1,6,"W","LAZBUDDIE",34.38333,-102.71667,,
200506,1194431,5465812,1,,"","MULESHOE",34.21667,-102.73333,,
200506,1194431,5465813,1,7,"W","DIMMITT",34.55,-102.43333,,
200506,1194431,5465814,1,,"","EARTH",34.23333,-102.4,,
200506,1194431,5465815,1,1,"N","LORENZO",33.68333,-101.53333,,
200506,1194431,5465816,1,1,"NW","ROARING SPGS",33.91667,-100.86667,,
200506,1194431,5465817,1,1,"N","LORENZO",33.68333,-101.53333,,
200507,1194158,5465399,1,,"","NATICK",42.31667,-71.06667,,
200507,1194170,5465501,1,,"","FRANCESTOWN",42.98333,-71.8,,
200507,1194170,5465502,1,,"","MANCHESTER",42.98333,-71.45,,
200507,1195495,5468178,1,5,"NW","ATLANTA",,,,
200507,1195523,5468179,1,,"","BEAGLE",38.41667,-94.95,,
200507,1195524,5468180,1,2,"SW","CARROLLTON",39.35,-93.53333,,
200507,1195525,5468181,1,,"","DREXEL",38.48333,-94.6,,
200507,1195526,5468182,1,2,"W","ALBANY",40.25,-94.36667,,
200507,1195527,5468183,1,,"","COAL",38.33333,-93.61667,,
200507,1195528,5468184,1,1,"W","GREENWOOD",38.85,-94.36667,,
200507,1195529,5468185,1,3,"S","ODESSA",38.95,-93.96667,,
200507,1195384,5468230,1,,"","",,,,
200507,1195465,5468426,1,2,"SSW","HUMBOLDT",48.93333,-97.06667,,
200507,1195497,5468427,1,3,"SW","ATLANTA",33.36667,-84.41667,,
200507,1195497,5468262,1,2,"N","DURAND",33.45,-84.16667,,
200507,1195497,5468263,1,1,"S","ROCKY MT",33.48333,-84.1,,
200507,1195497,5468264,1,,"","MORELAND",33.03333,-85.03333,,
200507,1195497,5468265,1,,"","HAMILTON",33.25,-84.43333,,
200507,1195497,5468266,1,1,"E","PEACHTREE CITY",,,,
200507,1195503,5468267,1,,"","",,,,
200507,1195503,5468268,1,,"","",,,,
200507,1195503,5468269,1,,"","",,,,
200507,1195503,5468270,1,,"","",,,,
200507,1195346,5468136,1,,"","MANAHAWKIN",,,,
200507,1195346,5468137,1,,"","SMITHVILLE",,,,
200507,1195384,5468222,1,,"","",,,,
200507,1195466,5468479,1,7,"SSW","LOGAN CENTER",47.7,-97.86667,,
200507,1195466,5468480,1,8,"E","CANDO",48.48333,-99.03333,,
200507,1195467,5468481,1,4,"SE","ESMOND",48.96667,-98.76667,,
200507,1195497,5468373,1,,"","CONCORD",,,,
200507,1195497,5468374,1,3,"N","HARALSON",,,,
200507,1195497,5468375,1,,"","DECATUR",,,,
200507,1195460,5468167,1,,"","ASHFORK",,,,
200502,1195461,5468168,1,,"","",,,,
200508,1197255,5468764,1,,"","LONDONDERRY",39.26667,-82.8,,
200508,1196854,5468765,1,,"","BELLEVILLE",38.51667,-89.98333,,
200508,1196854,5468766,1,5,"S","SUMMERFIELD",38.53333,-89.75,,
200508,1196855,5468767,1,,"","BUNKER HILL",39.03333,-89.95,,
200508,1196855,5468768,1,,"","BENLD",39.1,-89.81667,,
200508,1196856,5468769,1,,"","JEFFERSON CITY",38.58333,-92.18333,,
200508,1196857,5468770,1,,"","LEBANON",38.6,-89.8,,
200508,1196858,5468771,1,,"","TRENTON",38.6,-89.68333,,
200505,1197132,5468944,1,2,"E","(ENV)WENDOVER ARPT",40.71667,-114,,
200508,1197263,5468967,1,,"","",,,,
200508,1196874,5468968,1,15,"NW","BOUNTIFUL",41.03333,-112.08333,,
200508,1196874,5468969,1,,"","BOUNTIFUL",40.88333,-111.88333,,
200508,1196874,5468970,1,,"","WEST PT",41.11667,-112.08333,,
200508,1196874,5468971,1,,"","SOUTH OGDEN",41.2,-111.96667,,
200508,1196875,5468972,1,8,"E","CEDAR CITY",37.66667,-112.91667,,
200508,1196876,5468973,1,1,"N","LEEDS",37.25,-113.36667,,
200508,1197152,5469096,1,,"","COUNTYWIDE",31.16667,-89,,
200508,1196997,5468711,1,,"","OTTAWA",38.61667,-95.26667,,
200508,1196997,5468712,1,,"","NORTH PORTION",38.21667,-95.28333,,
200509,1197111,5468713,1,,"","",,,,
200509,1197111,5468714,1,,"","",,,,
200509,1197111,5468715,1,,"","",,,,
200508,1196869,5468869,1,,"","",,,,
200508,1197002,5468917,1,4,"N","VLIETS",39.76667,-96.33333,,
200508,1197002,5468918,1,5,"E","REPUBLIC",39.91667,-97.71667,,
200508,1197003,5468919,1,,"","ROBINSON",39.81667,-95.41667,,
200508,1197003,5468920,1,,"","ROBINSON",39.81667,-95.41667,,
200508,1197003,5468921,1,,"","ROBINSON",39.81667,-95.41667,,
200508,1197266,5469350,1,1,"S","ROCKVILLE",39.75,-87.23333,,
200508,1196947,5469351,1,,"","COUNTYWIDE",29.38333,-100.41667,,
200508,1196947,5469352,1,20,"NW","LEAKEY",29.93333,-99.98333,,
200508,1196947,5469353,1,,"","ROCKS SPGS",30.01667,-100.21667,,
200508,1196947,5469354,1,,"","DEL RIO",29.36667,-100.9,,
200508,1197563,5469272,1,3,"NW","MURRAY",36.65,-88.35,,
200508,1197563,5469273,1,5,"S","MAYFIELD",36.66667,-88.63333,,
200508,1197564,5469274,1,,"","PERRYVILLE MUNI ARPT",37.86667,-89.86667,,
200506,1195516,5468026,1,,"","",,,,
200507,1195423,5467595,1,,"","OYSTER BAY",40.86667,-73.53333,,
200506,1195516,5465902,1,,"","",,,,
200506,1195516,5465903,1,,"","",,,,
200506,1195516,5465904,1,,"","",,,,
200506,1195516,5465905,1,,"","",,,,
200508,1194374,5465328,1,,"","APPLING",33.55,-82.31667,,
200507,1195669,5465960,1,,"","GUILDHALL",44.56667,-71.55,,
200507,1195670,5465961,1,,"","SOUTHWEST PORTION",44.46667,-75.03333,,
200507,1195671,5465962,1,,"","COUNTYWIDE",,,,
200507,1194155,5465395,1,5,"SE","SIERRA VISTA",31.5,-110.23333,,
200507,1194156,5465396,1,8,"SSE","TUCSON",32.13333,-110.88333,,
200507,1194157,5465397,1,,"","",,,,
200508,1194381,5465425,1,,"","",,,,
200509,1194450,5465544,1,,"","",,,,
200509,1194451,5465545,1,5,"E","TAHOKA",33.18333,-101.7,,
200509,1194451,5465546,1,,"","AFTON",33.75,-100.8,,
200509,1194451,5465547,1,,"","AFTON",33.75,-100.8,,
200509,1194451,5465548,1,7,"NW","POST",33.25,-101.46667,,
200509,1194451,5465549,1,2,"NW","POST",33.2,-101.4,,
200507,1195857,5466121,1,3,"W","CUTLER",44.01667,-90.3,,
200507,1195857,5466122,1,,"","CAMP DOUGLAS",43.91667,-90.26667,,
200507,1195857,5466123,1,,"","RED MOUND",43.46667,-91.15,,
200507,1195857,5466124,1,,"","GENOA",43.58333,-91.21667,,
200507,1195857,5466125,1,,"","VIROQUA",43.55,-90.88333,,
200507,1195857,5466126,1,,"","LIBERTY POLE",43.48333,-90.9,,
200507,1195857,5466127,1,,"","VIROQUA",43.55,-90.88333,,
200507,1195857,5466128,1,3,"NW","TOMAH",44.01667,-90.55,,
200507,1195857,5466129,1,,"","SOLDIERS GROVE",43.4,-90.76667,,
200507,1195857,5466130,1,5,"N","FIVE PTS",43.38333,-90.6,,
200507,1195602,5466356,1,8,"NE","BUCYRUS",40.88333,-82.88333,,
200507,1195602,5466357,1,,"","LAKEWOOD",41.48333,-81.8,,
200507,1195602,5466358,1,,"","KELLEYS IS",41.6,-82.7,,
200507,1195602,5466359,1,,"","TALLMADGE",41.1,-81.43333,,
200507,1195603,5466360,1,,"","NEW FRANKLIN",,,,
200507,1195604,5466361,1,,"","MAUMEE BAY",41.68333,-83.5,,
200507,1195604,5466362,1,,"","RENO BEACH",41.66667,-83.26667,,
200507,1195604,5466363,1,,"","THE ISLANDS",41.66667,-82.75,,
200507,1195498,5468590,1,,"","",,,,
200507,1195498,5468591,1,,"","",,,,
200507,1195498,5468592,1,,"","",,,,
200507,1195498,5468593,1,,"","",,,,
200507,1195498,5468594,1,,"","",,,,
200507,1195498,5468595,1,,"","",,,,
200507,1195498,5468596,1,,"","",,,,
200507,1195498,5468597,1,,"","",,,,
200507,1195498,5468598,1,,"","",,,,
200507,1195501,5468599,1,,"","COUNTYWIDE",,,,
200507,1195069,5463018,1,,"","MARTIN",43.16667,-101.75,,
200507,1195076,5463098,1,19,"SSE","REVA",45.3,-102.93333,,
200507,1195077,5463099,1,,"","OPAL",44.9,-102.48333,,
200507,1195078,5463100,1,3,"SE","BISON",45.48333,-102.41667,,
200507,1195079,5463101,1,,"","DEERFIELD",44.01667,-103.83333,,
200507,1195079,5463102,1,4,"W","HILL CITY",43.91667,-103.61667,,
200507,1195079,5463103,1,,"","HILL CITY",43.91667,-103.53333,,
200507,1195080,5463104,1,6,"S","HERMOSA",43.75,-103.18333,,
200507,1195081,5463105,1,1,"N","ROCKYFORD",43.51667,-102.5,,
200507,1195082,5463106,1,10,"W","SUNDANCE",44.4,-104.58333,,
200507,1195082,5463107,1,,"","SUNDANCE",44.4,-104.38333,,
200507,1195083,5463108,1,2,"W","BEULAH",44.53333,-104.11667,,
200507,1195083,5463109,1,,"","SUNDANCE",44.4,-104.38333,,
200507,1195084,5463110,1,6,"NE","UPTON",44.16667,-104.55,,
200507,1195084,5463111,1,,"","FOUR CORNERS",44.06667,-104.13333,,
200507,1195085,5463112,1,,"","OSAGE",43.96667,-104.4,,
200507,1195086,5463113,1,16,"E","STURGIS",44.41667,-103.18333,,
200507,1194799,5463078,1,,"","",,,,
200507,1194799,5463079,1,,"","",,,,
200506,1193427,5462691,1,,"","HIAWATHA",42.03333,-91.68333,,
200507,1195139,5463427,1,,"","",,,,
200507,1194590,5463197,1,,"","STILLWATER",,,,
200507,1194590,5463198,1,,"","STILLWATER",45.01667,-93.1,,
200507,1194590,5463199,1,,"","COTTAGE GROVE",45.05,-93.08333,,
200507,1194590,5463200,1,,"","COTTAGE GROVE",45,-93,,
200507,1194591,5463201,1,,"","HUTCHINSON",,,,
200506,1193273,5461870,1,5,"NW","SOUTH PITTSBURG",35.08333,-85.76667,,
200506,1193365,5462036,1,3,"WNW","ST JOSEPH",45.58333,-94.38333,,
200506,1193365,5462037,1,2,"WNW","ST JOSEPH",45.58333,-94.36667,,
200506,1193365,5462038,1,2,"NW","SARTELL",45.63333,-94.23333,,
200506,1193365,5462039,1,,"","RICE",,,,
200506,1193365,5462040,1,,"","APPLETON",,,,
200506,1193365,5462041,1,,"","BELGRADE",,,,
200506,1193365,5462042,1,,"","CYRUS",,,,
200506,1193366,5462043,1,4,"ENE","SOGN",44.43333,-92.86667,,
200506,1193371,5462044,1,,"","WOODBURY",44.75,-94.43333,,
200506,1193371,5462045,1,,"","RED WING",44.35,-93.95,,
200506,1193372,5462046,1,,"","NEW AUBURN",45.2,-91.55,,
200506,1193372,5462047,1,,"","ISLAND LAKE",45.33333,-90.36667,,
200506,1193323,5462097,1,6,"W","LEAD HILL",36.41667,-93,,
200506,1193324,5462098,1,,"","JERUSALEM",35.4,-92.81667,,
200506,1193325,5462099,1,1,"NW","SPARKMAN",33.93333,-92.86667,,
200506,1193326,5462100,1,4,"S","HOLLYWOOD",34.05,-93.25,,
200506,1193327,5462101,1,,"","ICO",34.45,-92.35,,
200506,1193327,5462102,1,,"","ICO",34.45,-92.35,,
200506,1193328,5462103,1,,"","PINE BLUFF",34.21667,-92.01667,,
200506,1193329,5462104,1,,"","ELLIOTT",33.45,-92.83333,,
200506,1193366,5462105,1,5,"NE","RUSH CITY",45.75,-92.9,,
200506,1193366,5462106,1,1,"N","SEDAN",,,,
200506,1193367,5462107,1,,"","MORRIS",45.58333,-95.93333,,
200506,1193367,5462108,1,3,"NW","MORTON",44.58333,-95.03333,,
200506,1193367,5462109,1,,"","REDWOOD FALLS",44.53333,-95.1,,
200506,1193367,5462110,1,,"","NEW PRAGUE",44.55,-93.56667,,
200506,1193401,5462468,1,13,"SE","ROGGEN",40.03333,-104.2,,
200506,1193401,5462469,1,6,"S","WIGGINS",40.15,-104.06667,,
200506,1193402,5462470,1,7,"N","ILIFF",40.85,-103.06667,,
200506,1193402,5462471,1,10,"NW","CROOK",40.95,-102.93333,,
200506,1193402,5462472,1,3,"N","CROOK",40.9,-102.8,,
200506,1193402,5462473,1,,"","CROOK",40.85,-102.8,,
200506,1193402,5462474,1,5,"S","SEDGWICK",40.86667,-102.51667,,
200506,1193402,5462475,1,5,"S","SEDGWICK",40.86667,-102.51667,,
200506,1193402,5462476,1,,"","CROOK",40.85,-102.8,,
200507,1194681,5463057,1,19,"NNE","MC CAMEY",31.38333,-102.11667,,
200507,1194681,5463058,1,9,"WNW","MIDKIFF",31.68333,-102,,
200506,1193389,5462576,1,8,"N","GENOA",39.73333,-104.93333,,
200506,1193389,5462577,1,8,"N","LIMON",,,,
200506,1193389,5462578,1,11,"SE","AGATE",38.93333,-103.38333,,
200506,1193389,5462579,1,,"","LIMON",39.3,-103.26667,,
200506,1193389,5462580,1,7,"S","AGATE",39.18333,-104.45,,
200506,1193389,5462581,1,5,"SE","AGATE",39.3,-103.5,,
200506,1193389,5462582,1,2,"NNW","ARICKAREE",39.28333,-103.15,,
200506,1193389,5462583,1,10,"W","ARICKAREE",39.16667,-103.7,,
200506,1193389,5462584,1,5,"SE","AGATE",39.28333,-103.4,,
200506,1193389,5462585,1,15,"NNE","KIOWA",39.3,-103.26667,,
200506,1193389,5462586,1,4,"SE","CEDAR PT",39.28333,-103.4,,
200506,1193389,5462587,1,,"","AGATE",39.28333,-103.48333,,
200506,1193389,5462588,1,1,"N","LINDON",39.3,-103.46667,,
200506,1192446,5459373,1,,"","DEXTER",43.71667,-92.71667,,
200506,1192447,5459374,1,3,"NE","FOUNTAIN CITY",44.16667,-91.66667,,
200506,1192447,5459375,1,,"","ALMA",44.31667,-91.91667,,
200506,1192447,5459376,1,,"","ONTARIO",43.71667,-90.58333,,
200506,1192448,5459377,1,,"","HAYFIELD",,,,
200506,1192449,5459378,1,5,"NE","RICHLAND CENTER",43.38333,-90.31667,,
200506,1192450,5459379,1,,"","MANTORVILLE",44.06667,-92.75,,
200506,1192792,5459548,1,2,"W","BLOOMFIELD",47.33333,-105.15,,
200506,1192792,5459549,1,15,"NW","CIRCLE",47.41667,-105.55,,
200506,1192792,5459550,1,8,"N","LINDSAY",47.53333,-105.6,,
200506,1192530,5459551,1,,"","GALWAY",43.01667,-74.03333,,
200506,1192531,5459552,1,,"","HULETTS LNDG",43.65,-73.51667,,
200506,1192532,5459553,1,,"","HAGUE",43.75,-73.51667,,
200506,1192533,5459554,1,,"","WAPPINGERS FALLS",41.6,-73.91667,,
200506,1192534,5459555,1,,"","JOHNSBURG",43.61667,-73.96667,,
200506,1192535,5459556,1,,"","HULETTS LNDG",43.65,-73.51667,,
200506,1192536,5459557,1,,"","BOLTON",43.53333,-73.68333,,
200506,1192537,5459558,1,,"","HAGUE",43.75,-73.51667,,
200506,1192538,5459559,1,,"","BRANT LAKE",43.68333,-73.75,,
200506,1192315,5459749,1,,"","RIPLEY NY",42.26667,-79.7,,
200506,1193580,5461406,1,11,"NE","HILLSBORO",46.58333,-96.81667,,
200506,1193580,5461407,1,2,"S","GRANDIN",46.26667,-97.13333,,
200506,1193580,5461408,1,3,"W","CALEDONIA",46.86667,-96.78333,,
200506,1193439,5462366,1,1,"S","BEAVERDALE",,,,
200506,1193439,5462367,1,,"","WEST PT",,,,
200506,1193439,5462368,1,,"","DOUDS",40.85,-92.08333,,
200506,1193352,5462248,1,,"","(PVU)PROVO MUNI ARPT",40.21667,-111.71667,,
200506,1193352,5462249,1,,"","KAMAS",40.65,-111.26667,,
200506,1193353,5462250,1,,"","CASTLE DALE",39.21667,-111.01667,,
200506,1193354,5462251,1,,"","MORONI",39.53333,-111.58333,,
200506,1193379,5462417,1,2,"N","BARRON",45.43333,-91.85,,
200507,1195626,5466871,1,,"","VERMILION",41.41667,-82.35,,
200507,1195869,5466714,1,9,"SE","GAYLORD",44.93333,-84.55,,
200507,1195869,5466715,1,10,"W","ATLANTA",45,-84.35,,
200507,1195869,5466716,1,1,"W","TWINING",44.11667,-83.81667,,
200507,1195947,5466909,1,,"","",,,,
200507,1195947,5466910,1,,"","",,,,
200507,1195947,5466911,1,,"","",,,,
200507,1195626,5466945,1,,"","VERMILION",41.41667,-82.35,,
200507,1195626,5466946,1,,"","WILLOWICK",41.61667,-81.5,,
200507,1195627,5466947,1,,"","COUNTYWIDE",41.66667,-80.06667,,
200507,1195627,5466948,1,,"","COUNTYWIDE",41.66667,-80.06667,,
200507,1195627,5466949,1,,"","COUNTYWIDE",42.05,-80.11667,,
200507,1195950,5466469,1,1,"N","MARSHALL",39.4,-87.7,,
200507,1195950,5466470,1,,"","HOMER",40.03333,-87.96667,,
200507,1195950,5466471,1,,"","CHAMPAIGN",40.11667,-88.25,,
200507,1195950,5466472,1,,"","ROYAL",40.18333,-87.96667,,
200507,1195951,5466473,1,,"","MOSSVILLE",40.81667,-89.56667,,
200507,1195952,5466474,1,,"","PEORIA",40.7,-89.6,,
200507,1195952,5466475,1,,"","MORTON",40.61667,-89.45,,
200507,1195952,5466476,1,3,"N","MACKINAW",40.58333,-89.35,,
200507,1195952,5466477,1,,"","GERMANTOWN HILLS",40.76667,-89.48333,,
200507,1195185,5467343,1,,"","BROWNFIELD",37.66667,-92.35,,
200507,1195186,5467344,1,,"","BROWNFIELD",37.66667,-92.35,,
200507,1195187,5467345,1,,"","MACKS CREEK",37.96667,-92.98333,,
200507,1195188,5467346,1,,"","BROWNFIELD",37.66667,-92.35,,
200507,1195189,5467347,1,,"","MACKS CREEK",37.96667,-92.98333,,
200507,1195190,5467348,1,2,"SW","MACKS CREEK",37.95,-93.01667,,
200507,1195191,5467349,1,2,"N","FALCON",37.63333,-92.38333,,
200507,1195192,5467350,1,,"","RICHLAND",37.85,-92.41667,,
200507,1195193,5467351,1,,"","ST ANTHONY",38.16667,-92.28333,,
200507,1195194,5467352,1,5,"E","JANE",36.55,-94.21667,,
200506,1191337,5456835,1,,"","STAMPING GROUND",38.26667,-84.68333,,
200506,1191338,5456836,1,2,"N","LEXINGTON",38.08333,-84.5,,
200506,1191338,5456837,1,,"","LEXINGTON",38.05,-84.5,,
200506,1191338,5456838,1,1,"N","NICHOLASVILLE",37.88333,-84.56667,,
200506,1191338,5456839,1,,"","PARIS",38.21667,-84.25,,
200506,1191338,5456840,1,,"","CYNTHIANA",38.38333,-84.3,,
200506,1191117,5456930,1,3,"SW","SHOLES",42.3,-97.31667,,
200506,1191294,5457270,1,,"","TECUMSEH",35.25,-96.93333,,
200506,1191294,5457271,1,5,"SW","MARLOW",34.6,-98.01667,,
200506,1191294,5457272,1,,"","GERONIMO",34.48333,-98.38333,,
200506,1191294,5457273,1,5,"NE","SHAWNEE",35.38333,-96.85,,
200506,1191294,5457274,1,4,"W","LITTLE",35.35,-96.75,,
200506,1191294,5457275,1,,"","GERONIMO",34.48333,-98.38333,,
200506,1191294,5457276,1,,"","SEMINOLE",35.23333,-96.68333,,
200506,1191294,5457277,1,4,"W","TEMPLE",34.26667,-98.3,,
200506,1191294,5457278,1,,"","VELMA",34.45,-97.66667,,
200506,1191294,5457279,1,,"","GARR CORNER",34.8,-96.85,,
200506,1191294,5457280,1,,"","DUSTIN",35.26667,-96.03333,,
200506,1191294,5457281,1,,"","RANDLETT",34.18333,-98.46667,,
200506,1191294,5457282,1,,"","VELMA",34.45,-97.66667,,
200506,1191294,5457283,1,5,"N","HENNEPIN",34.56667,-97.35,,
200506,1191294,5457284,1,,"","RATLIFF CITY",34.45,-97.5,,
200506,1191294,5457285,1,4,"N","HEALDTON",34.28333,-97.48333,,
200506,1191294,5457286,1,4,"WNW","YEAGER",35.16667,-96.41667,,
200506,1191294,5457287,1,,"","TAYLOR",34.16667,-98.33333,,
200506,1191294,5457288,1,3,"N","WAURIKA",34.21667,-98,,
200506,1191294,5457289,1,,"","LOCO",34.33333,-97.68333,,
200506,1191151,5457061,1,,"","PENDER",42.11667,-96.7,,
200506,1191152,5457062,1,,"","RALSTON",41.2,-96.03333,,
200506,1191153,5457063,1,5,"W","VERDIGRE",42.6,-98.13333,,
200506,1191154,5457064,1,2,"W","PACIFIC JCT",41.01667,-95.83333,,
200506,1191155,5457065,1,4,"SW","VERDIGRE",42.56667,-98.08333,,
200506,1191156,5457066,1,3,"W","HARTINGTON",42.61667,-97.33333,,
200506,1191157,5457067,1,2,"W","ORCHARD",42.33333,-98.28333,,
200506,1191158,5457068,1,3,"SW","VERDIGRE",42.56667,-98.08333,,
200506,1191159,5457069,1,1,"SW","HAMBURG",40.58333,-95.66667,,
200506,1191160,5457070,1,,"","HAMBURG",40.6,-95.65,,
200506,1191161,5457071,1,,"","LA VISTA",41.15,-96.03333,,
200506,1191162,5457072,1,4,"E","COUNCIL BLUFFS",41.26667,-95.78333,,
200506,1191163,5457073,1,,"","FAIRBURY",40.15,-97.16667,,
200506,1191164,5457074,1,,"","DE WITT",40.4,-96.91667,,
200506,1191165,5457075,1,,"","HALLAM",40.51667,-96.78333,,
200506,1191166,5457076,1,,"","CLATONIA",40.46667,-96.83333,,
200506,1191326,5457170,1,,"","VALPARAISO",41.46667,-87.05,,
200506,1191327,5457171,1,,"","ST GEORGE",41.2,-87.76667,,
200506,1191336,5457421,1,,"","",,,,
200506,1191297,5457367,1,4,"NW","ROSSTON",35.51667,-98.78333,,
200506,1191293,5457139,1,1,"S","BILLINGS",36.51667,-97.43333,,
200506,1191293,5457140,1,,"","MEDFORD",36.81667,-97.73333,,
200506,1191293,5457141,1,2,"W","TONKAWA",36.68333,-97.33333,,
200506,1191293,5457142,1,,"","PERRY",36.3,-97.28333,,
200506,1191293,5457143,1,4,"WNW","BESSIE",35.4,-99.05,,
200506,1191293,5457144,1,4,"WNW","BESSIE",35.4,-99.05,,
200506,1191293,5457145,1,4,"SSW","BUTLER",35.58333,-99.21667,,
200506,1191293,5457146,1,5,"N","CARTER",35.28333,-99.5,,
200506,1191293,5457147,1,,"","CLINTON",35.51667,-98.96667,,
200506,1191293,5457148,1,,"","ARAPAHO",35.56667,-98.95,,
200506,1191313,5457149,1,6,"NNW","ORLA",31.55,-103.55,,
200506,1191320,5457237,1,23,"NW","MENTONE",31.93333,-103.88333,,
200506,1191320,5457238,1,,"","ORLA",31.81667,-103.9,,
200506,1192803,5457988,1,17,"N","WINNETT",47.25,-108.35,,
200506,1192803,5457989,1,30,"E","JORDAN",47.31667,-106.25,,
200506,1192803,5457990,1,,"","POPLAR",48.1,-105.2,,
200507,1195497,5468483,1,2,"N","BLANTONS MILL",34,-83.18333,,
200507,1195497,5468484,1,,"","COUNTYWIDE",33.38333,-84.31667,,
200507,1195497,5468485,1,,"","EAST PORTION",33.55,-84.23333,,
200507,1195497,5468486,1,,"","VILLA RICA",33.48333,-84.28333,,
200507,1195497,5468487,1,,"","COUNTYWIDE",33.66667,-84.05,,
200507,1195462,5468169,1,,"","",,,,
200507,1195494,5468170,1,2,"NE","DAWSONVILLE",,,,
200507,1194437,5464510,1,,"","FARWELL",34.38333,-103.03333,,
200507,1194437,5464511,1,5,"W","LAZBUDDIE",34.38333,-102.7,,
200507,1194437,5464512,1,2,"S","MULESHOE",34.18333,-102.73333,,
200507,1194670,5464268,1,1,"NE","MILTON",42.78333,-88.93333,,
200507,1195062,5464328,1,8,"SE","ST FRANCIS",43.05,-100.8,,
200507,1195062,5464329,1,,"","LAKEVIEW",43.1,-100.76667,,
200506,1194440,5464708,1,10,"SW","PADUCAH",33.91667,-100.41667,,
200506,1194440,5464709,1,3,"WSW","PADUCAH",34,-100.35,,
200506,1194440,5464710,1,,"","GROW",33.81667,-100.31667,,
200508,1194441,5464711,1,,"","ABERNATHY",33.83333,-101.85,,
200508,1194441,5464712,1,,"","ABERNATHY",33.83333,-101.85,,
200508,1194441,5464713,1,,"","ABERNATHY",33.83333,-101.85,,
200508,1194441,5464714,1,,"","SLATON",33.43333,-101.65,,
200508,1194441,5464715,1,8,"E","FARWELL",34.38333,-102.9,,
200507,1194524,5465097,1,,"","CLEVELAND",35.16667,-84.88333,,
